category,subcategory_1,subcategory_2,uuid,name,description,part_number,price,cost,taxable,unit_of_measure,material_markup_enabled
Install,Ductwork,Rectangle fittings,pbmat_9ac93e3b2e5a41148e3f892cb71f2486,6710177,"Reducer 16"" x 8-12"" x 8"" Steel F/Duct Galvanized",6710177,$30.58,$30.58,true,Each,false
Install,Ductwork,Rectangle fittings,pbmat_d70c5ce345d64b848b95830fe5cd681e,6710179,"Reducer 18"" x 8-14"" x 8"" Steel F/Duct Galvanized",6710179,$36.21,$36.21,true,Each,false
Install,Ductwork,Rectangle fittings,pbmat_bfcd69891edc4cadbfaeb85411ded960,6710181,"Reducer 20"" x 8-18"" x 8"" Steel F/Duct Galvanized",6710181,$36.16,$36.16,true,Each,false
Install,Ductwork,Rectangle fittings,pbmat_5472929a1c0d44d3bf5db7bd8a51c323,6710175,"Reducer 14"" x 8-10"" x 8"" Steel F/Duct",6710175,$28.74,$28.74,true,Each,false
Install,Ductwork,Rectangle fittings,pbmat_f6ae69176aad4b37be76c57273257537,6710176,"Reducer 16"" x 8-14"" x 8"" Steel F/Duct Galvanized",6710176,$30.58,$30.58,true,Each,false
Install,Ductwork,Rectangle fittings,pbmat_d990274a359a4085b7e1cd5b769208f9,6710178,"Reducer 18"" x 8-16"" x 8"" Steel F/Duct",6710178,$36.21,$36.21,true,Each,false
Install,Ductwork,Misc fittings,pbmat_11c53d4f38d04fd790ad6d7e7c0a4bca,6712420,"ThermoPan Return Air Pan 16"" x 47.5""",6712420,$7.35,$7.35,true,Each,false
Install,Ductwork,Misc fittings,pbmat_010112c67fe94a53b49856ab0b005fe4,6719908,"Plenum 20-1/4"" x 19-3/4"" x 59"" W/Cap",6719908,$169.52,$169.52,true,Each,false
Install,Ductwork,Misc fittings,pbmat_23451ced5b55447c9dfb4589bbfe9155,6670750,"Primex 115-1208 DC4 Collar 4"" 4"" Plastic F/Diffuser Black",6670750,$8.57,$8.57,true,Each,false
Install,Ductwork,Misc fittings,pbmat_2ae7058aefeb4b0ab736eee0ab4b61ce,6670752,"Primex 115-0846 DC6 Collar 6"" 6"" Plastic F/Diffuser Black",6670752,$10.31,$10.31,true,Each,false
Install,Ductwork,Misc fittings,pbmat_162968480d594f6da14ab5d8e535bb97,6670751,"Primex 115-0845 DC5 Collar 5"" 5"" Plastic F/Diffuser Black",6670751,$9.23,$9.23,true,Each,false
Install,Ductwork,Diffusers & grilles,pbmat_e475a4180c53433ea29774a24de93624,6670490,"Grille 5"" Polymer Resin Round Whisper Adjustable White",6670490,$10.09,$10.09,true,Each,false
Install,Ductwork,Diffusers & grilles,pbmat_9135e79340ff4dc385927cbef2d8bba6,6670491,"Grille 6"" Polymer Resin Round Whisper Adjustable White",6670491,$10.07,$10.07,true,Each,false
Install,Ductwork,Diffusers & grilles,pbmat_5fdbb0763ee9420c90c1cce84c35cd15,6670489,"Grille 4"" Polymer Resin Round Whisper Adjustable White",6670489,$7.29,$7.29,true,Each,false
Install,Ductwork,Misc fittings,pbmat_ceaf16ab76e7411099799680328fe97f,8080029,"Brush 2"" Paint & Glue W/Wood Handle",8080029,$2.09,$2.09,true,Each,false
Install,Ductwork,Misc fittings,pbmat_865d10072dbc4db58e9d0cb1b29fd11e,9511502,"Tape 3"" x 50YD Aluminum Foil Silver",9511502,$23.54,$23.54,true,Each,false
Install,Ductwork,Misc fittings,pbmat_1d50f799721c464fb899d7c3d2fe502c,9024250,"Nashua Tape 2"" x 50YD Aluminum Foil W/Kraft Liner Silver",9024250,$16.05,$16.05,true,Each,false
Install,Controls,Thermostats,pbmat_6419d652e79345a78d6caf05604a134c,THM04R3000,Equipment interface module for Honeywell T10+,THM04R3000,$143.56,$143.56,true,Each,false
Install,Controls,Thermostats,pbmat_23454de7f47843ba9b97f7aad2086c52,THX321WF3003W,Honeywell T10+ Thermostat - Pro Smart with Redlink,THX321WF3003W,$264.40,$264.40,true,Each,false
Install,Refrigerant piping,Copper tubing,pbmat_3d3d2d5cbbee4cd0a8d159007c114ea3,DB1412050,"Refrigerant tubing 1/4"" x 50 ft ICOOL black coated lineset",DB1412050,$72.96,$72.96,true,Each,false
Install,Refrigerant piping,Copper tubing,pbmat_d83554aed47c424bba11bc42b7fbadd5,DB3812050,"Refrigerant tubing 3/8"" x 50 ft ICOOL black coated lineset",DB3812050,$100.52,$100.52,true,Each,false
Install,Refrigerant piping,Copper tubing,pbmat_6e0a9b61bc7240fcbc035c4098a15460,DB1212050,"Refrigerant tubing 1/2"" x 50ft ICOOL black coated line set",DB1212050,$126.81,$126.81,true,Each,false
Install,Refrigerant piping,Copper tubing,pbmat_7a45b8e610004b9ebdfeff1c3b8d1aef,DB5812050,"Refrigerant tubing 5/8"" x 50ft ICOOL black coated lineset",DB5812050,$193.42,$193.42,true,Each,false
Install,Refrigerant piping,Copper tubing,pbmat_a497670f1eaa4c2480bc12e01b608c51,DB3412050,"Refrigerant tubing 3/4"" x 50 ft ICOOL black coated lineset",DB3412050,$225.21,$225.21,true,Each,false
Install,Ductwork,Diffusers & grilles,pbmat_272e65bf33434ccb834003cb396c7a2d,628504055175,Aria Lite,628504055175,$29.96,$29.96,true,Each,false
Install,Ductwork,Diffusers & grilles,pbmat_5aa2edd6645e490bb5a6152455eda67e,628504055373,Fittes Floor Vent - Flush 4x10 Blk,628504055373,$57.78,$57.78,true,Each,false
Equipment,Fujitsu,"",pbmat_a5af4a1e7647419094ae56dcb6fefc39,UTYTFSXJ4,AMUG WiFi interface module for smart device control,UTYTFSXJ4,$155.52,$155.52,true,Each,false
Freight,"","",pbmat_b484c939c9674b1da3ae9c5eb76e851d,AIRFREIGHT,Cost for a rush order on a part to make it arrive as soon as possible.,AIRFREIGHT,$160.50,$160.50,true,Each,false
Permits,"","",pbmat_49b615269d434c81ad641b8bc610267c,PIPEPERMIT,Gas piping permit number:,PIPEPERMIT,$154.08,$154.08,false,Each,false
Permits,"","",pbmat_04e73222a1e84dd3b05c50b6ea0e63dd,APPPERMIT,Gas appliance permit number:,APPPERMIT,$154.08,$154.08,false,Each,false
Equipment,Samsung,"",pbmat_26cdfe816adc4ec98ca844ea3a9d9ca6,AR15CSFCMWKNCV,"Samsung 15,000 BTU/Hr WindFree 3.0e Wall Mounted Split System",AR15CSFCMWKNCV,$603.87,$603.87,true,Each,false
Subcontracting,"","",pbmat_aafc09edaa4648459e7b758317e9482a,FEEDOUTDOOR,"Our electrician will handle all necessary wiring, from the main breaker panel to the outdoor unit. This includes the permit, wiring, breaker, and testing.",FEEDOUTDOOR,$1100.00,$1100.00,true,Each,false
Subcontracting,"","",pbmat_8bcf44e587d146dd83e5b603b93cdc14,FEEDOUTDOORSUPP,"Our electrician will handle all necessary wiring, from the main breaker panel to the outdoor unit and supplemental heater. This includes the permit, wiring, breaker, and testing.",FEEDOUTDOORSUPP,$1600.00,$1600.00,true,Each,false
Equipment,Mitsubishi,"",pbmat_7b9fca8fde4a423d8a410d5d282f2b64,SUZ-KA30NAHZ,"Hyper Heat Outdoor Unit

Brand: Mitsubishi
Outdoor model number: SUZ-KA30NAHZ
Indoor model number(s): SVZ-KP30NA
Heat Pump AHRI number: 211273652
Tonnage: 2.5
HSPF2: 8.50
SEER2: 15.20",SUZ-KA30NAHZ,$6956.00,$6956.00,true,Each,false
Equipment,Mitsubishi,"",pbmat_f94dc69946f84ae591d6871f180816f4,PUMY-HP36NKMU2,"Multi-split H2i (Mixed)

Brand: Mitsubishi
Outdoor model number: PUMY-HP36NKMU2
Indoor model number(s): Mixed Ducted and Non-Ducted Indoor Units
Heat Pump AHRI number: 211016659
Tonnage: 3
HSPF2: 11.50
SEER2: 20.75",PUMY-HP48NKMU2,$8413.60,$8413.60,true,Each,false
Freight,"","",pbmat_d712189fed934687a565ffd0dd049b9f,SHIPPING,Cost for a rush order on a part to make it arrive as soon as possible.,SHIPPING,$220.00,$220.00,true,Each,false
Install,Electrical,"",pbmat_4012144759c84950af52083ce2d2941f,84987,"Receptacle Plate 4"" x 2"" Metal F/Duplex",84987,$3.83,$3.83,true,Each,false
Install,Plumbing,Accessories,pbmat_69bab729276447e1b2f2d8e763356d50,57880,FERNOX BOILER PROTECTOR 500ML F1,57880,$81.97,$81.97,true,Each,false
Install,Plumbing,Accessories,pbmat_88364597002a4e7a82bdfbac13d02ec3,200-W,KNURLED HOSE CONNECTION CAP 200-W,200-W,$1.78,$1.78,true,Each,false
Equipment,Coleman,"",pbmat_4435ac15431d4efc9b994fa987d88868,CTM36B5CDS1,Upflow/downflow coil with RDS sensor for R-454B,CTM36B5CDS1,$1141.76,$1141.76,true,Each,false
Repair,"","",pbmat_1e716228222d4387b47cd134dae80b70,FP0506,SIT Pilot Tubing With Nuts,FP0506,$24.81,$24.81,true,Each,true
Repair,"","",pbmat_2809600cc97a4e369c317af53c48ca63,FP0506,SIT Pilot Tubing With Nuts,FP0506,$23.42,$23.42,true,Each,true
Equipment,Bradford White,"",pbmat_9026eb60b19947ab810d044bc946591f,0695293,Bradford White 415-53340-01 Warranty 4-Year Upgrade Kit Extended F/A,0695293,$183.36,$183.36,true,Each,false
Install,Plumbing,Accessories,pbmat_f575e2a4abe2427b8dfec9748419dd0f,0695312,Reliance Quick Strap QS-U Bracket Mounting F/Expansion Tank,0695312,$28.04,$28.04,true,Each,false
Install,Plumbing,Accessories,pbmat_8c582303dbdc42bfb7f3dccb3e4535a8,0650800,"Watts PLT5 Series 0067370 8"" Steel Expansion Tank MNPT 150 PSI 200°F For Potable Water",0650800,$46.55,$46.55,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_63c231dc469e4e75ada22628c9aa265c,0130101,"Adapter 1/2"" Press PRSF-MIP",130101,$5.74,$5.74,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_066732106e634e6593b18bcd4953e565,0130103,"Adapter 3/4"" x 1/2"" LF Press PRSF-MIP",130103,$10.19,$10.19,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_c748c9bc1da940fe99d2a6d463862f7c,0130104,"Adapter 3/4"" Press PRSF-MIP",130104,$10.29,$10.29,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_2c16090d7f7e40c6a25e73700ee29f1a,0130115,"Adapter 1/2"" Press PRSF-FIP",130115,$6.91,$6.91,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_e5069be568a84606a8bafc247342636f,0130116,"Adapter 1/2"" x 3/4"" LF Press PRSF-FIP",130116,$12.48,$12.48,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_ff282bd4937544c1b04173e0d67f9a16,0130118,"Adapter 3/4"" Press PRSF-FIP",130118,$10.49,$10.49,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_467b57405bdc412e8bcb2ccff48eabb1,0130146,"Coupling 1/2"" Copper PRSF W/Stop",130146,$4.15,$4.15,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_83d7dc850bea428cb59b0ecb78277359,0130147,"Coupling 3/4"" Copper PRSF W/Stop",130147,$6.02,$6.02,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_f9ae2847ae56472e96d5b0b10bbba636,0130152,"Coupling 1/2"" Copper COP W/EPDM O-Ring L/Stop",130152,$7.48,$8.00,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_3006648393a5451cae0f8b61bf186385,0130162,"Elbow 1/2"" Copper 90° PRSF",130162,$5.06,$5.06,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_939a8dc111db45cfb19dc3d8e470d3da,0130163,"Elbow 3/4"" Copper 90° PRSF",130163,$7.71,$7.71,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_22db9eb8ad34459699829e36d8215847,0130168,"Elbow 1/2"" Copper 90° Street FTG-PRSF",130168,$4.77,$4.77,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_f411c50fb3a64f759012ee86998d7759,0130174,"Elbow 1/2"" Copper 45° PRSF",130174,$4.02,$4.02,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_5619f77999984c6c8ff61dd8264d1d3d,0130175,"Elbow 3/4"" Copper 45° PRSF",130175,$6.82,$6.82,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_33c49718e4a342319a37e401559a1773,0130180,"Elbow 1/2"" Copper 45° Street FTG-PRSF",130180,$4.40,$4.40,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_7ea1b2b39d6e4df7834f0f6a143f3146,0130181,"Elbow 3/4"" Copper 45° Street FTG-PRSF",130181,$6.46,$6.46,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_07b0ae9861bc44f79c5954508d797192,0130205,"Coupling 3/4"" x 1/2"" Copper Reducing PRSF",130205,$17.77,$17.77,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_fdf63a8793e64818b58eb280287d9037,0130220,"Tee 1/2"" Copper PRSF W/EPDM",130220,$6.83,$6.83,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_e6c13024fff34645bc745c02fd358db2,0130222,"Tee 3/4"" Copper PRSF W/EPDM",130222,$12.29,$12.29,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_ae131bb8d582478e8d799dc123d95699,0130225,"Tee 3/4"" x 1/2"" Copper PRSF W/EPDM",130225,$8.55,$8.55,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_d063a20dd2744bbb98864c73e3e12a36,0130267,"Cap 1/2"" Copper PRSF",130267,$8.22,$8.22,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_27f835c40ffb47d1bb563b1b89ee86d4,0130268,"Cap 3/4"" Copper PRSF",130268,$14.19,$14.19,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_9cf2e58627a04e5ab9b0cc6f6d72f6ce,0130664,"Adapter 1/2"" Wrot Copper Press PRSF-PEX",130664,$7.05,$7.05,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_03235e3c45dd4eb8a3661e944b5980f8,0130665,"Adapter 3/4"" Wrot Copper Press PRSF-PEX",130665,$9.88,$9.88,true,Each,false
Install,Plumbing,PEX Fittings,pbmat_36e26bd376e04501a4e4b463acba55e4,0571452,"Coupling 1/2"" 304 SS PEX Boshart SSPEX-PBCK05",571452,$2.32,$2.32,true,Each,false
Install,Plumbing,PEX Fittings,pbmat_0b0ad197913547869a1288b41d50bf58,0571392,"Coupling 1/2"" 304 SS PEX Boshart SSPEX-C05",571392,$0.93,$0.93,true,Each,false
Install,Plumbing,PEX Fittings,pbmat_620e0f2ef4e44305a8dbc43e0f72f999,0571393,"Coupling 3/4"" 304 SS PEX Boshart SSPEX-C07",571393,$1.43,$1.43,true,Each,false
Install,Plumbing,PEX Fittings,pbmat_67e2a0c7957743a2bc31b02193804555,0571394,"Coupling 3/4"" x 1/2"" 304 SS PEX Boshart SSPEX-C0705",571394,$1.78,$1.78,true,Each,false
Install,Plumbing,PEX Fittings,pbmat_2f2965fa9d934cdd86ac6dcbac9b0f57,0571401,"Elbow 1/2"" 304 SS 90° PEX Boshart SSPEX-E05",571401,$1.43,$1.43,true,Each,false
Install,Plumbing,PEX Fittings,pbmat_4c2a8343595a461ca38c32956dc6c43e,0571402,"Elbow 3/4"" 304 SS 90° PEX Boshart SSPEX-E07",571402,$2.26,$2.26,true,Each,false
Install,Plumbing,PEX Fittings,pbmat_9c9c1bc5a1b244419cdcf10150474803,0571413,"Adapter 304 SS 1/2"" FNPT - 1/2"" PEX Boshart SSPEX-FA05",571413,$2.39,$2.39,true,Each,false
Install,Plumbing,PEX Fittings,pbmat_808b555904384cac9da71e7a89704aff,0571417,"Adapter 304 SS 3/4"" FNPT- 1/2"" PEX Boshart SSPEX-FA0507",571417,$3.47,$3.47,true,Each,false
Install,Plumbing,PEX Fittings,pbmat_acadd93571bf459f9c1bd9d91bbb0cdb,0571418,"Adapter 3/4"" 304 SS FNPT-PEX Boshart SSPEX-FA07",571418,$3.41,$3.41,true,Each,false
Install,Plumbing,PEX Fittings,pbmat_baeec88f7511453f9fdc061de695ce37,0571419,"Adapter 3/4"" 304 SS FNPT-PEX Boshart SSPEX-FA0705",571419,$4.15,$4.15,true,Each,false
Install,Plumbing,PEX Fittings,pbmat_303a45943eb24b83b247c9b66c3b9bee,0571422,"Adapter 3/4"" 304 SS FNPT-PEX Boshart SSPEX-FA0710",571422,$7.32,$7.32,true,Each,false
Install,Plumbing,PEX Fittings,pbmat_10b4946687b64c8fa65e27b64eb2e400,0571426,"Adapter 304 SS 1/2"" MNPT - 1/2"" PEX Boshart SSPEX-MA05",571426,$2.35,$2.35,true,Each,false
Install,Plumbing,PEX Fittings,pbmat_0c7bc04a3ff5416780b849413a883ecd,0571427,"Adapter 304 SS 3/4"" MNPT - 1/2"" PEX Boshart SSPEX-MA0507",571427,$3.35,$3.35,true,Each,false
Install,Plumbing,PEX Fittings,pbmat_4481b82a1fa14e97b0ccf70f0274d80f,0571428,"Adapter 3/4"" 304 SS MNPT-PEX Boshart SSPEX-MA07",571428,$3.41,$3.41,true,Each,false
Install,Plumbing,PEX Fittings,pbmat_d1096763be274cb597a74bced31fff7c,0571429,"Adapter 3/4"" 304 SS MNPT-PEX Boshart SSPEX-MA0705",571429,$2.54,$2.54,true,Each,false
Install,Plumbing,PEX Fittings,pbmat_0d350a5722b244d7abdf913ef4375ad1,0571430,"Adapter 3/4"" 304 SS MNPT-PEX Boshart SSPEX-MA0710",571430,$6.55,$6.55,true,Each,false
Install,Plumbing,PEX Fittings,pbmat_47a3d471e86f486d8be4bf570feeb182,0571453,"Coupling 3/4"" 304 SS PEX Boshart SSPEX-PBCK07",571453,$3.52,$3.52,true,Each,false
Install,Plumbing,PEX Fittings,pbmat_94e94005f76f4364848d35c1059dd479,0571455,"Tee 1/2"" 304 SS PEX Boshart SSPEX-T05",571455,$1.85,$1.85,true,Each,false
Install,Plumbing,PEX Fittings,pbmat_5467d1e445be44379301d2613b28ac34,0571457,"Tee 3/4"" 304 SS PEX Boshart SSPEX-T07",571457,$2.86,$2.86,true,Each,false
Install,Plumbing,PEX Fittings,pbmat_406863cf93fb46fda3ab49ad3276381e,0571470,"Tee 3/4"" x 1/2"" 304 SS PEX Boshart SSPEX-T070705",571470,$2.82,$2.82,true,Each,false
Install,Plumbing,Accessories,pbmat_7be31673867b4ddb85e53f61f1634d58,3332098,"Brass Vacuum 200 PSI F/Vacuum N36 Relief Valve 1/2""",3332098,$18.35,$18.35,true,Each,false
Install,Plumbing,Accessories,pbmat_b603ed36f9b64510b6cee058b918a09a,3330010,"Brass Vacuum 200 PSI F/Vacuum N36 Relief Valve 3/4""",3330010,$31.40,$31.40,true,Each,false
Install,Plumbing,Accessories,pbmat_be593b0d89af49578fca4977b1786dc3,4543913,Wedge PVC Shim White Spectrum Sales Wobble Wedge 7075J,4543913,$0.75,$0.75,true,Each,false
Install,Plumbing,PEX tube,pbmat_f7ec005bd56747f189ebd57361fea6e3,0570413,"Tube 1/2"" CTS x 20' PEX White",0570413,$7.75,$7.75,true,Each,false
Install,Plumbing,PEX tube,pbmat_5f88927b265f48b8882b770ea9b52a55,0571941,"Tube 1/2"" CTS x 20' PEX Blue",0571941,$7.75,$7.75,true,Each,false
Install,Plumbing,PEX tube,pbmat_ed34ef6bd6c9478aaa032be2e10ae053,0571943,"Tube 1/2"" CTS x 20' PEX Red",0571943,$7.75,$7.75,true,Each,false
Install,Plumbing,PEX tube,pbmat_cd9cb61bbb9c45218fe56f40c65c83d7,0570415,"Tube 3/4"" CTS x 20' PEX White",0570415,$15.15,$15.15,true,Each,false
Install,Plumbing,PEX tube,pbmat_403bfcc269364b8f87a9b5e25e6fca50,0571942,"
Tube 3/4"" CTS x 20' PEX Blue",0571942,$15.15,$15.15,true,Each,false
Install,Plumbing,PEX tube,pbmat_4b83184446b64a46ac300a5bf2c8d900,0571944,"Tube 3/4"" CTS x 20' PEX Red",0571944,$15.15,$15.15,true,Each,false
Install,Plumbing,Copper pipe,pbmat_ca0a8c9447ea40d0b73382609f800e8b,0713001,"Tube 3/4"" L Hard Copper 12' Length",0713001,$71.89,$71.89,true,Each,false
Install,Plumbing,Copper pipe,pbmat_a25caf199c484b2b811361b2b9e1b2ef,0713000,"Tube 1/2"" L Hard Copper 12' Length",0713000,$45.10,$45.10,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_905d8ef51bd6474089c43bb05a8163fb,0399991,"BMI 13515 Ball Valve 3/4"" LF Brass FP Lever PF W/EPDM",0399991,$18.24,$18.24,true,Each,false
Install,Plumbing,Press copper fittings,pbmat_2eea1a96e41e4722b06fe359f41ee29e,0399990,"BMI 13514 Ball Valve 1/2"" LF Brass FP Lever PF W/EPDM",0399990,$10.74,$10.74,true,Each,false
Install,Plumbing,PEX Fittings,pbmat_f497e6dea9b84334b8028258cff9c443,0390243,"Ball Valve 3/4"" LF Brass FP T-Handle PEXCR W/EPDM",0390243,$6.82,$6.82,true,Each,false
Install,Plumbing,PEX Fittings,pbmat_4fc4e467b39d4060b149cc0a83c90650,0390242,"Ball Valve 1/2"" LF Brass FP T-Handle PEXCR W/EPDM",0390242,$5.37,$5.37,true,Each,false
Equipment,Moovair,"",pbmat_a9203ff770da44c9b28a0c6a86923cd0,Wired Mini-Split Controller X6W,Moovair WIFI Wired Mini-Split Controller KJR-120N(X6W)/BGEF,,$0.00,$0.00,true,,false
Equipment,Coleman,"",pbmat_eb6dfc46ffbb4558aa608d01f3a320a9,COLEMANLABOUR,"Extended labour warranty for Coleman equipment, providing additional coverage for repair and replacement labour costs beyond the standard warranty period. This ensures peace of mind and protection against unexpected expenses.",COLEMANLABOUR,$959.00,$959.00,true,Each,false
Install,Drainage,Pipe and fittings,pbmat_f3d881609ac94b269f26766776cf8244,P6M,"STAINLESS STEEL GEAR CLAMP 5/8"" 5/16 - 7/8",P6M,$1.25,$1.25,true,Each,false
Install,Electrical,"",pbmat_296efd21a5a24a9aa4d20da419603964,3232W,DUPLEX WHITE WALL RECEPTACLE 15A 120V,3232W,$1.42,$1.42,true,Each,true
Install,Electrical,"",pbmat_f783075e1eb8433fa43d096cf41672e7,84948,"Mars Utility Box, 1/2 in Knockout, Steel, 4 in H x 2-1/8 in W x 1-7/8 in D",84948,$10.64,$10.64,true,"",false
Install,Mounting,"",pbmat_2fa1cca9b4e441a3bd7bb10f4c093ecc,10010079,MicroPro Sienna 4 x 4 x 8' Pressure Treated Wood Post (Suitable for Ground Contact),10010079,$18.29,$18.29,true,Each,true
Subcontracting,"","",pbmat_a46f61890eb04896804c3336a4493e1d,ESUPGRADE,Electrical service upgrade,ESUPGRADE,$5000.00,$5000.00,true,Each,false
Repair,"","",pbmat_5e021c3637534f5592a839cdb2249729,33W12,"Lennox 101564-01, 1/2 HP ECM Blower Motor, 0-1200 RPM, 48 FR, 120/240 VAC",,$588.50,$0.00,true,,false
Repair,"","",pbmat_28bb63ae599e4151b0179cd228a78737,BLW01137,VENT MTR ASSM,BLW01137,$438.60,$438.60,true,Each,true
Repair,"","",pbmat_e687450b5c8443258f314e950d8c0368,SFCAP10440,RUN CAP 10MFD,SFCAP10440,$11.17,$11.17,true,Each,true
Repair,"","",pbmat_f5fec536dfab42e5ad0bae43cbdd4bb0,NR3XL 3/4 PRV NL,Pressure reducing valve NR3XL 3/4 PRV NL,,$144.82,$3340127.00,true,,false
Repair,"","",pbmat_5f01221d4b8c402697635de4641bf9ab,7020147,Pressure gauge P500 2-1/2 1/4LM GAUGE 0-60,7020147,$9.98,$9.98,true,,false
Repair,"","",pbmat_47682ddd5cb94e73950890b5e23989ba,0576364,3/4x1/2 PEX CRIMP-MIP ADPT BRS LF,0576364,$2.53,$2.53,true,,false
Install,Cylinders,"",pbmat_8688c89cc6ae4e02b594fdcf20f9cff3,QREFILL,REFILL NITROGEN 2.33CUBI,QREFILL,$54.35,$54.35,true,Each,false
Install,Gas ,"",pbmat_a451bf80ac6349ebaa6b3b409ca4ef44,4810D,"Brass Coupling Connector, 45°, 5/8"" FL x 1/2 MPT",4810D,$2.98,$2.98,true,Each,false
Install,Gas ,"",pbmat_a5abd5c55303412b8186125c8c0bd60f,488D,"Brass Connector, 1/2"" Male x 1/2"" Male",488D,$2.13,$2.13,true,Each,false
Install,Gas ,"",pbmat_a914d4f672774f4b85676351528ecc7f,4010B,"Brass Short Forged Nut, 5/8"", 650PSI, -65 to 250°F",4010B,$2.69,$2.69,true,Each,false
Install,Gas ,"",pbmat_097811ee8a104102b0db0e1a2a325493,408,"Brass Short Forged Nut, 1/2"", 750PSI, -65 to 250°F",408,$1.66,$1.66,false,Each,false
Install,Gas ,"",pbmat_dc38d68c9f3c4285b26e4e5eb1932e58,GASTUBE12,"Soft Gas Tubing, 1/2"" x 50' Roll",GASTUBE12,$207.32,$207.32,true,per foot,false
Install,Gas ,"",pbmat_e6eaab53722a4d01a7da6ce1b264e65c,BV2103DCGA,"GAS BALL VALVE 1/2"" X 1/2"" FPT EXTERIOR",BV2103DCGA,$6.33,$6.33,true,Each,false
Install,Gas ,"",pbmat_d12484d3cfd043fe9abad54acdcc3dfc,421005015,"Welded Steel Nipple, 1/2"" x 1-1/2""",421005015,$1.07,$1.07,true,Each,false
Install,Gas ,"",pbmat_839aa74ae2fe4ac88426c3b8cdfcceae,421005030,"Welded Steel Nipple, 1/2"" x 3""",421005030,$1.31,$1.31,true,Each,false
Install,Refrigerant piping,Accessories,pbmat_806af50b082445e2b75675ef3b662ab7,HPC083S,HEAT PUMP FILTER DRIER 3/8 ODF (Solder Female),HPC083S,$63.19,$63.19,true,Each,false
Install,Ductwork,Misc fittings,pbmat_75a878d8dd4e4fcb87e479fe7d1fcb35,6660200,"Sheet Metal 36"" x 96"" 0.021MM Steel 26GA Galvanized",6660200,$50.77,$50.77,true,Each,false
Install,Flue,"",pbmat_7cd0201f5eca4dc18f7b47a044ff984f,196050,"Ipex Polyethylene Round Termination Vent Screen, 2""",196050,$5.17,$5.17,true,Each,false
Subcontracting,"","",pbmat_1f4efdc5b7ad45a49852fde20147490a,HVACSUB,HVAC Subcontract,HVACSUB,$3500.00,$3500.00,true,per day,false
Install,Electrical,"",pbmat_d67d17c1aee94614afd91664565a0c05,CAB8RW90REDCUT,"8 AWG 600V RW90 X-LINK Stranded Copper Cable Cut, Red",CAB8RW90REDCUT,$0.75,$0.75,true,per foot,false
Install,Electrical,"",pbmat_9825258a46d54dc99e0e86f1d34a62f9,CAB8RW90BLKCUT,"8 AWG 600V RW90 X-LINK Stranded Copper Cable, Black",CAB8RW90BLKCUT,$0.75,$0.75,true,per foot,false
Install,Electrical,"",pbmat_795398002bb949359b5ff7845c59125f,CAB14/2AC9075,"75mtr 14/2C 600V AC90 Aluminum Armoured Cable, Copper Conductor",CAB14/2AC9075,$1.01,$1.01,true,per foot,false
Install,Electrical,"",pbmat_5b5a461e292547e992206afbf4783297,CI70,LOOMEX/BX CONNECTOR,CI70,$1.10,$1.10,true,Each,false
Install,Drainage,Pipe and fittings,pbmat_629ce7ececc446b989edaf7f365c4fc8,0532223,"Tee Wye 1-1/2"" ABS SOC F/ABS-DWV Sanitary Black (Verticle drains)",0532223,$1.97,$1.97,true,Each,false
Install,Drainage,Pipe and fittings,pbmat_d762251f06cc4c9db7bc8d16be735948,0152180,"Adapter 3/8"" x 1/2"" Nylon BARB-MIP",0152180,$1.86,$1.86,true,Each,false
Install,Drainage,Pipe and fittings,pbmat_a124e237f8b7403d93794b34195890aa,0531731,"Bushing 1-1/2"" x 1/2"" ABS SPG-FNPT F/ABS-DWV Dishwasher",0531731,$1.90,$1.90,true,Each,false
Install,Mounting,"",pbmat_cdb81848695449a7a089dc4bfa9867d4,1001591313,Oldcastle Titan 16 x 32 Slab Avalanche,1001591313,$21.82,$21.82,true,Each,false
Install,Mounting,"",pbmat_d52e4a18ff764fc8a0694f69b80ead9e,1000142976,Quikrete Base Rock 25kg,1000142976,$15.41,$15.41,true,Each,false
